Account Owner,Company Name,Billing City,Billing Zip/Postal Code,Account Territory,Reseller,Product Name,Bundle Product,License Name,Status,Buy Price Currency,Buy Price,Quantity,Expiry Date,Sector
Matthew Bower,Newington Community Primary School,Ramsgate,CT12 6HX,South,Sota Solutions Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,5505.05,222.0,24/06/2027,Business
Matthew Bower,Invicta Health CiC,Sandwich,CT139FF,South,westbeach technology,ESET Endpoint Security + Server Security,ESET PROTECT Entry,EAV-0135507828,Active,GBP,1616.0,100.0,21/04/2026,Business
Hannah Ballard,Eviivo Limited,CANTERBURY,CT1 3DN,South,Softcat Limited,ESET Secure Authentication,ESET PROTECT Elite,EAV-81358360,Active,GBP,288.75,114.0,17/03/2026,Business
Hannah Ballard,Walker Construction,Hythe,CT21 4LR,South,1st Computer Services,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,5017.25,160.0,11/02/2027,Business
Hannah Ballard,Simon Langton Grammar School For Boys,Canterbury,CT47AS,South,CCS Media Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4422.6,400.0,15/12/2025,Education
Hannah Ballard,Hartsdown Academy,MARGATE,CT9 5RE,South,Sota Solutions Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2803.61,355.0,24/01/2026,Business
Jack Potter,Intaforensics,Nuneaton,CV10 7RJ,Midlands,Storm Technologies Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,8681.84,400.0,30/01/2027,Business
Jack Potter,Triton Showers,Nuneaton,CV11 4NR,Midlands,CCS Media Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,12552.61,300.0,22/05/2025,Business
Jack Potter,Local Government & Social Care Ombudsman,Coventry,CV1 3BH,Midlands,Trustmarque Solutions Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2970.0,300.0,04/07/2027,Government
Jack Potter,Coventry and Warwickshire Mind,Coventry,CV1 3BT,Midlands,AMC IT,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,10986.35,300.0,16/10/2026,Business
Hayley Loader,Becketts Foods Ltd,Coventry,CV2 2QB,Midlands,Softcat Limited,ESET Endpoint Security + Server Security,ESET PROTECT Entry On-Prem,EAV-31687486,Active,GBP,2127.13,350.0,31/01/2025,Business
Jack Potter,Alsters Kelley,Leamington Spa,CV32 4LY,Midlands,BDR VOICE & DATA SOLUTIONS LTD,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,13754.4,220.0,05/02/2028,Business
Jack Potter,Focus Business Solutions Limited,Leamington Spa,CV32 6RQ,Midlands,Bytes Software Services Ltd,ESET PROTECT Enterprise,,ESET PROTECT Enterprise,Active,GBP,2231.84,200.0,15/01/2026,Business
Jack Potter,Carwood,Coventry,CV3 2RQ,Midlands,Tieva,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,5732.37,270.0,11/01/2026,Business
Jack Potter,DCA,Warwick,CV34 4AB,Midlands,Probrand Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,5116.0,400.0,12/08/2025,Business
Jack Potter,Solid Solutions,Leamington Spa,CV34 6RJ,Midlands,Access Information Security,ESET LiveGuard Advanced for Endpoint Security + Server Security,ESET PROTECT Advanced,EAV-0389447413,Active,GBP,535.93,165.0,04/09/2025,Business
Jack Potter,Wealth Wizards,Warwick,CV34 6RT,Midlands,CCS Media Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1709.5,100.0,06/09/2025,Business
Matthew Hall,Rybrook,Warwick,CV34 6RT,Midlands,Storm Technologies Limited,ESET Endpoint Encryption - Pro,ESET Endpoint Encryption - Pro,F7DNM-PNVAK-JWM6M-KPPMM,Active,GBP,919.91,437.0,29/04/2025,Business
Jack Potter,The Shakespeare Birthplace Trust,Stratford-upon-Avon,CV37 6QW,Midlands,mtechnical Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,8909.97,275.0,08/08/2027,Business
Jack Potter,Heart of England Mencap,Atherston on Stour,CV37 8NE,Midlands,Pink Connect,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3097.5,250.0,24/05/2026,Business
Jack Potter,Alumet Systems (UK) Ltd,Southam,CV47 0NA,Midlands,Integrity360 Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2519.4,160.0,21/11/2025,Business
Jack Potter,Misoft Marketing Limited,Coventry,CV5 6UB,Midlands,Davis Ground IT Services Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,533.92,215.0,04/05/2025,Business
Hannah Ballard,I M Kelly,Coventry,CV6,,Affinity IT Services Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4615.0,200.0,11/12/2027,Business
Jack Potter,Volumatic,Coventry,CV6 5NX,Midlands,HB Telecom,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2236.52,115.0,08/08/2025,Business
Jack Potter,Senior Aerospace Bird Bellows,Congleton,CW12 4UQ,Midlands,Integrity360 Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3758.11,240.0,05/10/2025,Business
Jack Potter,The Berkeley Academy,Crewe,CW2 6RU,Midlands,Apex Network Solutions Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,1086.8,110.0,12/03/2026,Education
Jack Potter,St Thomas More Catholic High School,Crewe,CW2 8AE,Midlands,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4550.0,475.0,22/12/2026,Education
Jack Potter,Joseph Heler Limited,Nantwich,CW5 7PE,Midlands,Abbey ICT Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2533.39,180.0,08/11/2025,Business
Jack Potter,Storengy,Middlewich,CW9 7SE,Midlands,CDW (UK) Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3727.83,120.0,06/06/2025,Business
Hannah Ballard,W E Cox Claims Group,Gravesend,DA12 2DL,South,Softcat Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,509.98,170.0,20/09/2025,Business
Darren Roberts,Fresh Service Ltd,Darenth,DA2 7QY,,Sota Solutions Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2343.73,100.0,16/03/2028,Business
Matthew Bower,T G Baynes Solicitors,Bexleyheath,DA6 7BG,South,Form IT Solutions,ESET PROTECT Advanced On-Prem,,ESET PROTECT Advanced On-Prem,Active,GBP,5445.0,150.0,10/04/2026,Business
Nathan Holmes,Stanmore Contractors,Erith,DA8 1DE,South,PA Computers Ltd,ESET PROTECT Complete On-Prem,,ESET PROTECT Complete On-Prem,Active,GBP,980.0,425.0,28/08/2025,Business
Jack Potter,Workpays Ltd,Derby,DE11SU,Midlands,TechShire Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,2121.0,140.0,13/03/2025,Business
Jack Potter,Derby High School,Derby,DE23 3DT,Midlands,Millgate Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3154.4,350.0,25/09/2025,Education
Jack Potter,Rushcliffe Care,Derby,DE23 8DF,Midlands,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,6138.18,201.0,03/05/2027,Business
Jack Potter,Murray Park School,Derby,DE3 9LL,Midlands,L.E.A.D. IT Services,ESET Endpoint Encryption - Pro,ESET Endpoint Encryption - Pro,DRGWM-MNPEQ-CXNXA-TDRD7,Active,GBP,3370.37,143.0,28/12/2025,Education
Jack Potter,T. C. Harrison Group Limited,Bakewell,DE45 1HH,Midlands,CCS Media Limited,ESET Full Disk Encryption,,ESET Full Disk Encryption,Active,GBP,96.53,131.0,08/02/2026,Business
Jack Potter,Evans Concrete Products Ltd,Alfreton,DE55 4NX,Midlands,Integrity360 Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,856.88,155.0,17/03/2026,Business
Jack Potter,Milford Care,Belper,DE56 1RT,Midlands,BCN Group Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2309.45,110.0,31/01/2026,Business
Jack Potter,Moran Logistics Limited,Derby,DE74 2HJ,Midlands,Plan-IT Office Solutions Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,5766.86,168.0,15/01/2027,Business
Jack Potter,Close Brothers Limited,Ilkeston,DE7 4QU,Midlands,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1822.33,130.0,23/09/2025,Business
Emmanuel Adjah,Kells Lane School,Durham,DH1 1ST,North,Omnicom Solutions Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1189.19,145.0,30/03/2025,Education
Emmanuel Adjah,St Cuthberts Hospice,Durham,DH1 3QF,North,Cornerstone Business Solutions,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,288.86,127.0,23/04/2026,Business
Emmanuel Adjah,Leighton Limited,Houghton le Spring,DH4 5RA,North,Softcat Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3900.0,110.0,15/07/2027,Business
Laura Gale,Cedars Academy,Durham,DH7 8TZ,,Omnicom Solutions Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,683.8,200.0,31/03/2026,Education
Emmanuel Adjah,Glynwood School,Durham,DH7 8TZ,North,Omnicom Solutions Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,674.45,105.0,25/03/2026,Education
Emmanuel Adjah,Burnside Primary School,Durham,DH7 8TZ,North,Omnicom Solutions Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,772.2,120.0,09/04/2026,Education
Emmanuel Adjah,Holystone Primary School,Durham,DH7 8TZ,North,Omnicom Solutions Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1476.23,180.0,20/06/2025,Education
Emmanuel Adjah,Castletown Primary School,Durham,DH7 8TZ,North,Omnicom Solutions Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1722.26,210.0,22/05/2025,Education
Emmanuel Adjah,Capita Technology Solutions,Darlington,DL1 9HB,North,Trustmarque Solutions Ltd,ESET Secure Authentication,,ESET Secure Authentication,Active,GBP,2002.0,200.0,14/10/2025,Business
Emmanuel Adjah,Clive Owen LLP,Darlington,DL3 7RT,North,Clive Owen Technology Services,ESET Endpoint Encryption - Pro,ESET Endpoint Encryption - Pro,G7H6N-NCKNN-JPAYK-9MWTY,Active,GBP,75.6,165.0,25/05/2025,Business
Emmanuel Adjah,Senstronics Ltd,Newton Aycliffe,DL5 6BG,North,Practical Networks Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1914.64,160.0,22/04/2026,Business
Emmanuel Adjah,A E SPINK LTD,Doncaster,DN13RA,North,AVM IT,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,8535.16,200.0,03/12/2027,Business
Kristopher Russell,eBuyer (UK) Ltd,Goole,DN14 7UW,Midlands,eBuyer (UK) Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3053.58,240.0,14/03/2026,Business
Emmanuel Adjah,Rocal Insulating Panels Ltd,,DN20 8AR,North,F1 Group,ESET LiveGuard Advanced for Endpoint Security + Server Security,ESET PROTECT Advanced,EAV-0392802794,Active,GBP,197.64,112.0,15/02/2026,Business
Emmanuel Adjah,W.BOYES & CO Ltd,Grimsby,DN32 9DW,North,Integrity360 Limited,ESET Mail Security,,ESET Mail Security,Active,GBP,1016.6,170.0,21/08/2025,Business
Emmanuel Adjah,Saria Ltd,Doncaster,DN5 9TL,North,Kick ICT Group Limited,ESET PROTECT Essential,,ESET PROTECT Essential,Active,GBP,3799.95,400.0,16/11/2025,Business
Matthew Bower,Yewstock School,Sturminster Newton,DT10 1EW,South,Insight Direct (UK) Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,6197.51,265.0,15/04/2028,Education
Matthew Bower,The Forum Centre Blandford,Blandford Forum,DT11 7BX,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,830.7,120.0,16/04/2028,Education
Matthew Bower,The House of Sarunds Limited,Blandford Forum,DT11 7SX,South,Blueloop Limited,ESET LiveGuard Advanced for Mail Security,ESET PROTECT Complete On-Prem,EAV-0391853614,Active,GBP,694.86,108.0,05/02/2026,Business
Matthew Bower,Radipole,Weymouth,DT3 5HS,South,Agile ICT Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1584.38,125.0,16/04/2027,Education
Matthew Bower,St Andrew's Primary School,Weymouth,DT3 6AA,South,Oakford Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,350.0,100.0,11/05/2025,Education
Ben Reynolds,Westfield Arts,Weymouth,DT3 6AA,South,Probrand Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2288.23,300.0,30/03/2026,Business
Matthew Bower,Conifers,Weymouth,DT4 0QF,South,Insight Direct (UK) Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,534.38,190.0,16/05/2025,Education
Matthew Bower,Compass Learning Centre,Weymouth,DT4 0QU,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,802.95,100.0,26/04/2026,Education
Matthew Bower,Altogether Care,DORSET,DT4 7QF,South,PC Express,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2299.25,135.0,01/02/2027,Business
Matthew Bower,St John's CE VA Primary Academy (Weymouth) DSAT,Weymouth,DT4 7TP,South,Oakford Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1306.63,115.0,21/06/2026,Education
Matthew Bower,St Josephs Primary,Weymouth,DT4 7TP,South,Insight Direct (UK) Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,515.63,125.0,21/04/2025,Education
Matthew Bower,FGP SYSTEMS LTD,Weymouth,DT4 9TE,South,SAO IT Services Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4208.0,200.0,31/10/2025,Business
Matthew Bower,St Georges Portland,Portland,DT5 2BD,South,Insight Direct (UK) Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,464.06,165.0,21/04/2025,Education
Matthew Bower,Bridport Primary,Bridport,DT6 3BJ,South,Insight Direct (UK) Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,495.0,120.0,21/04/2025,Education
Matthew Bower,Bridport St. Mary Primary School,Bridport,DT6 5LA,South,Insight Direct (UK) Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,412.5,100.0,20/06/2025,Education
Matthew Bower,Beaminster School,Beaminster,DT8 3EP,South,AVM IT,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3900.04,410.0,24/04/2028,Education
Matthew Bower,Mountjoy,Beaminster,DT8 3HB,South,CCS Media Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3366.97,100.0,16/04/2028,Education
Darren Roberts,Victoria Carpets,Kidderminster,DY10 1JR,Midlands,Novatech Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2664.75,110.0,29/01/2026,Business
Jack Potter,AVL UNITED KINGDOM LIMITED,HARTLEBURY,DY10 4JB,Midlands,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1564.1,130.0,25/05/2026,Business
Jack Potter,Greensafe IT,Kidderminster,DY11 7RA,Midlands,Softcat Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,6093.8,360.0,17/02/2026,Business
Jack Potter,Dudley CAB,Dudley,DY1 1NS,Midlands,Pedmore Computer Services,ESET Mail Security,,ESET Mail Security,Active,GBP,1101.1,130.0,29/10/2025,Business
Alexander Stoyanov,Bewdley Primary School,Bewdley,DY12 1BL,Midlands,Business I.T Support Team Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,916.11,116.0,23/01/2026,Education
Jack Potter,M&A Doocey,Tipton,DY4 8NA,Midlands,TRC Technologies LTD,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,8250.0,250.0,19/07/2026,Business
Jack Potter,J.G.Foods Limited,The Pensnet Estate,DY6 7TD,Midlands,Catalyst Computer Systems Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,18.84,240.0,23/02/2026,Business
Jack Potter,Allied Maxcut Engineering Company Ltd,Worcestershire,DY9 9LE,Midlands,Pedmore Computer Services,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2602.69,100.0,29/03/2026,Business
Hannah Ballard,Bishop Challoner School,London,E1 0LB,South,Cymar Computer ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1822.5,200.0,04/10/2025,Education
Joseph Stern,London Muslim Centre,London,E1 1JQ,South,Apollo IT Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1661.1,190.0,05/09/2025,Business
Norman Cook,City Gateway Ltd,London,E14 2BE,,Sota Solutions Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,282.07,112.0,20/03/2026,Business
Hannah Ballard,RSVP Media Response,London,E14 5AA,,Softcat Limited,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,2409.0,100.0,01/05/2026,Business
Hannah Ballard,China Telecom (Europe) Global,London,E14 9SZ,South,Inspired Technology Services Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,20527.5,400.0,30/08/2026,Business
Hannah Ballard,Building Crafts College,London,E15 1AH,South,ASAP Computer Services,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,553.58,156.0,07/11/2025,Education
Hannah Ballard,The Hope Foundation,London,E1 5JL,South,Cornerstone Business Solutions,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,1262.3,100.0,20/04/2025,Business
Hannah Ballard,GES,,E16 1XL,South,Revo-IT Ltd.,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,547.2,225.0,10/06/2026,Business
Hannah Ballard,Your Place,London,E16 4HB,South,Skye Cloud Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,1237.25,125.0,04/07/2025,Business
Hannah Ballard,Singletrack,London,E1 6DB,South,Total Computer Networks,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,3749.03,130.0,09/03/2026,Business
Hannah Ballard,Artefact Marketing Engineers UK,London,E1 8BL,South,Storm Technologies Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3375.88,200.0,26/03/2026,Business
Hannah Ballard,AW Ship Management Ltd,London,E1 8DE,South,IT at Sea - McDonald ICT Ltd,ESET Secure Authentication,,ESET Secure Authentication,Active,GBP,3840.03,100.0,09/05/2026,Business
Hannah Ballard,Ground Transport Systems UK,London,E1W 1YW,South,Insight Direct (UK) Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,1969.5,150.0,30/05/2025,Business
Hannah Ballard,UHY Hacker Young,London,E1W 1YW,South,Iomart Managed Services Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,294.88,360.0,25/10/2025,Business
System User UK,Mous,London,E2 8JF,,,ESET PROTECT Complete On-Prem,,ESET PROTECT Complete On-Prem,Active,GBP,2420.0,100.0,29/08/2025,Business
Hannah Ballard,St Mary's School Hampstead,LONDON,E4 7NW,South,Pugh Computers Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3397.79,140.0,05/06/2027,Education
Hannah Ballard,Bhatt Murphy Solicitors,London,E8 2FE,South,Softcat Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,682.2,130.0,27/10/2025,Business
Hannah Ballard,Bolt Burdon Kemp LLP,London,EC1A 7HU,South,SL-Complete Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3550.5,200.0,03/03/2025,Business
Hannah Ballard,Chiaro Technology Ltd,London,EC1N 8LE,South,Academia Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3792.32,285.0,09/08/2025,Business
Hannah Ballard,Fiecon,London,EC1R 3AW,South,Itech Support Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,573.3,128.0,08/09/2026,Business
Kristopher Russell,Trilogy Consulting,London,EC1R 3AW,South,Itech Support Limited,ESET LiveGuard Advanced for Mail Security,ESET PROTECT Complete,EAV-0444167455,Active,GBP,65.62,101.0,20/10/2025,Business
Hannah Ballard,Phantom Studios Limited,London,EC1R 3BW,South,CCS Media Limited,ESET Mobile Threat Defense,ESET PROTECT Advanced,EAV-0426377914,Active,GBP,768.63,100.0,21/04/2026,Business
Hannah Ballard,Markettiers 4 DC,London,EC1V 0AT,South,Storm Technologies Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,368.55,290.0,07/05/2025,Business
Hannah Ballard,Territory Studio,London,EC1V 0DS,South,Abbeycomp IT Solutions Ltd,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,5508.63,250.0,10/01/2026,Business
Hannah Ballard,BLACK TOMATO LTD,London,EC1V 9DD,South,Skye Cloud Limited,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,3393.6,100.0,30/11/2025,Business
Hannah Ballard,ITOPF Limited,London,EC1Y 1HQ,South,Integrity360 Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2259.65,150.0,22/11/2025,Business
Megan Watkins,Provar Limited,London,EC1Y 8AF,South,Cloud Digital Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,2455.31,187.0,15/01/2025,Business
Hannah Ballard,Wiredscore,London,EC1Y 8AF,South,Storm Technologies Limited,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,1969.5,100.0,29/10/2025,Business
Hannah Ballard,Cubo,London,EC1Y 8AF,South,Gelada Networks Solutions Limited,ESET Mobile Threat Defense,ESET PROTECT Advanced,EAV-0426370082,Active,GBP,864.7,130.0,29/08/2025,Business
Hannah Ballard,Childrens Society,LONDON,EC1Y 8ST,South,NIRVANA INTELLIGENT SYSTEMS LTD,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2857.98,218.0,28/05/2026,Business
Hannah Ballard,Montash Associates,London,EC2A 4TP,South,Sirec Technology,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,1515.0,100.0,14/05/2026,Business
Hannah Ballard,Elixirr Consulting Limited,London,EC2V 5DT,South,Prime and Modern LTD,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2680.44,220.0,17/06/2025,Business
Hannah Ballard,Gingko Tree Investment,London,EC2V 7HR,South,F1 Group,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,4330.27,100.0,22/02/2027,Business
Hannah Ballard,ONVU Technologies,London,EC2Y 5AU,South,AMC IT,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1481.16,100.0,18/02/2026,Business
Hannah Ballard,London Symphony Orchestra,London,EC2Y 8DS,South,Insight Direct (UK) Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,4984.04,210.0,25/09/2027,Business
Hannah Ballard,Caplin Systems Ltd.,London,EC3A 4AF,South,CCS Media Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1367.6,100.0,25/02/2026,Business
Hannah Ballard,W E Cox Claims,London,EC3M 6BL,South,Softcat Limited,ESET Endpoint Encryption - Pro,ESET Endpoint Encryption - Pro,H7EKG-7H7RP-VQVXA-VA4VP,Active,GBP,6454.5,150.0,29/01/2026,Business
Emmanuel Adjah,PENN ELCOM LIMITED,LONDON,EC3M 6BN,North,Apex Computing Services Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4134.4,220.0,29/03/2028,Business
Hannah Ballard,Techpak - Systech,,EC3N 1LS,South,Pioneer Information Solutions Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2434.15,110.0,13/09/2026,Business
Hannah Ballard,PCS Legal,London,EC3N 1LS,South,ICT Hero Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3587.46,195.0,24/02/2026,Business
Jack Potter,WATTS GROUP LIMITED,LONDON,EC3N 4TH,Midlands,Simplex Solutions Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,5076.5,110.0,04/03/2028,Business
Hannah Ballard,TechUK,London,EC4A 4AD,South,Storm Technologies Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2302.17,118.0,03/05/2026,Business
Jack Potter,FLEXENABLE LIMITED,LONDON,EC4N 6EU,Midlands,FROG Group (Intec Business),ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1618.01,130.0,27/02/2025,Business
Hannah Ballard,Exact Pro Systems,London,EC4N 7AE,South,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2888.6,220.0,27/03/2026,Business
Hannah Ballard,Tungsten Networks,London,EC4R 0BL,South,Integrity360 Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2551.25,250.0,28/08/2025,Business
Hannah Ballard,Money Advice Trust,London,EC4V 2AU,South,Harwood Brittain Technology Limited,ESET Mobile Threat Defense,ESET PROTECT Advanced,EAV-0431484167,Active,GBP,735.49,425.0,18/07/2025,Business
Emmanuel Adjah,Ark Housing Association,Edinburgh,EH10 4SG,North,Supportkey Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1619.82,200.0,08/10/2025,Business
Emmanuel Adjah,Will Rudd Davidson,Edinburgh,EH1 3HP,North,Firebird IT,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,5540.83,125.0,29/07/2027,Business
Emmanuel Adjah,Capella Charity,Edinburgh,EH17 8QW,North,Lee Hair Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3712.53,115.0,29/07/2027,Business
Emmanuel Adjah,Cyberhawk Inovations,Edinburgh,EH28 8AA,North,Integrity360 Limited,ESET Endpoint Encryption - Pro,ESET Endpoint Encryption - Pro,MMVPV-QKTHM-AMHNE-XPTM9,Active,GBP,4040.4,120.0,01/11/2025,Business
Emmanuel Adjah,Rsp Consulting Engineers Llp,Newbridge,EH28 8QJ,North,Millgate Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,1976.0,100.0,11/06/2026,Business
Noor Ali,HAD-FAB LIMITED,EAST LOTHIAN,EH33 1RD,North,Central Network Services Limited,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,2417.48,100.0,12/04/2026,Business
Emmanuel Adjah,Seebyte,Edinburgh,EH4 2HS,North,Integrity360 Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3184.41,230.0,29/08/2025,Business
Emmanuel Adjah,Dacoll Electrical Contracting Ltd,Bathgate,EH48 1TP,North,Softcat Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,12773.75,325.0,28/10/2027,Business
